author,post,upvotes,downvotes,total reply count,direct reply count,wordcount,posting utc date,posting utc time,posted at (unix timestamp),posted at (utc unix timestamp)
somethings_nothings,"WAYWT - January 08, 2017",27,0,10,2,66,2017-01-08,19:48:19,1483933699.0,1483904899.0
,"WAYWT - January 08, 2017",22,0,5,3,56,2017-01-08,16:49:08,1483922948.0,1483894148.0
sarahaw13,"WAYWT - January 08, 2017",31,0,6,3,25,2017-01-08,18:13:36,1483928016.0,1483899216.0
khaales,"WAYWT - January 08, 2017",9,0,2,2,35,2017-01-10,02:17:48,1484043468.0,1484014668.0
,"WAYWT - January 08, 2017",18,0,6,3,1,2017-01-08,20:50:29,1483937429.0,1483908629.0
hopia89,"WAYWT - January 08, 2017",39,0,3,3,33,2017-01-08,17:31:08,1483925468.0,1483896668.0
bikinikills,"WAYWT - January 08, 2017",16,0,5,2,44,2017-01-08,17:38:12,1483925892.0,1483897092.0
ModestMalka,"WAYWT - January 08, 2017",25,0,8,3,85,2017-01-08,16:08:06,1483920486.0,1483891686.0
,"WAYWT - January 08, 2017",26,0,6,3,1,2017-01-08,16:11:07,1483920667.0,1483891867.0
ruthannr94,"WAYWT - January 08, 2017",30,0,2,1,41,2017-01-08,17:48:22,1483926502.0,1483897702.0
SunnyAslan,"WAYWT - January 08, 2017",16,0,3,2,54,2017-01-08,21:59:35,1483941575.0,1483912775.0
exmechanistic,"WAYWT - January 08, 2017",18,0,4,2,15,2017-01-08,17:02:02,1483923722.0,1483894922.0
4riadn3,"WAYWT - January 08, 2017",10,0,3,1,28,2017-01-08,21:18:02,1483939082.0,1483910282.0
TickledPear,"WAYWT - January 08, 2017",8,0,6,2,75,2017-01-08,16:31:29,1483921889.0,1483893089.0
,"WAYWT - January 08, 2017",-5,0,1,1,14,2017-01-10,00:07:03,1484035623.0,1484006823.0
tomlizzo,"WAYWT - January 04, 2017",54,0,3,2,44,2017-01-04,16:20:44,1483575644.0,1483546844.0
hiilive,"WAYWT - January 04, 2017",50,0,5,3,48,2017-01-04,17:27:50,1483579670.0,1483550870.0
goldiehawn,"WAYWT - January 04, 2017",88,0,14,7,49,2017-01-04,21:48:36,1483595316.0,1483566516.0
madinmadame,"WAYWT - January 04, 2017",78,0,17,8,68,2017-01-04,16:54:00,1483577640.0,1483548840.0
LadyVictoria,"WAYWT - January 04, 2017",25,0,5,2,78,2017-01-04,16:39:23,1483576763.0,1483547963.0
chaosintejas,"WAYWT - January 04, 2017",24,0,2,1,159,2017-01-04,19:22:38,1483586558.0,1483557758.0
eljip,"WAYWT - January 04, 2017",24,0,4,3,131,2017-01-04,20:46:17,1483591577.0,1483562777.0
emaleau,"WAYWT - January 04, 2017",22,0,11,4,86,2017-01-04,16:43:57,1483577037.0,1483548237.0
super_cheeky,"WAYWT - January 04, 2017",56,0,17,10,35,2017-01-04,16:16:49,1483575409.0,1483546609.0
villonious,"WAYWT - January 04, 2017",38,0,10,5,20,2017-01-04,16:05:55,1483574755.0,1483545955.0
TickledPear,"WAYWT - January 04, 2017",16,0,2,1,72,2017-01-04,16:28:38,1483576118.0,1483547318.0
cheesegrater_knees,"WAYWT - January 04, 2017",45,0,7,4,86,2017-01-04,18:28:18,1483583298.0,1483554498.0
sarahaw13,"WAYWT - January 04, 2017",31,0,19,7,28,2017-01-04,16:40:09,1483576809.0,1483548009.0
useafuckingcoaster,"WAYWT - January 04, 2017",34,0,14,6,203,2017-01-04,16:31:46,1483576306.0,1483547506.0
jamiebeleren,"WAYWT - January 04, 2017",13,0,2,1,44,2017-01-05,06:09:36,1483625376.0,1483596576.0
earth_rises,"WAYWT - January 04, 2017",23,0,5,1,25,2017-01-04,20:52:03,1483591923.0,1483563123.0
hellochels,"WAYWT - January 04, 2017",11,0,0,0,48,2017-01-04,23:56:21,1483602981.0,1483574181.0
LisaXavier,"WAYWT - January 04, 2017",30,0,5,1,64,2017-01-04,20:28:29,1483590509.0,1483561709.0
caffeinatedlackey,"WAYWT - January 04, 2017",19,0,1,1,122,2017-01-04,16:43:14,1483576994.0,1483548194.0
Gabwielle,"WAYWT - January 04, 2017",64,0,12,6,73,2017-01-04,16:22:41,1483575761.0,1483546961.0
ruthannr94,"WAYWT - January 04, 2017",28,0,6,3,101,2017-01-04,16:32:03,1483576323.0,1483547523.0
darlini,"WAYWT - January 04, 2017",9,0,1,1,95,2017-01-05,17:23:49,1483665829.0,1483637029.0
,"WAYWT - January 04, 2017",40,0,8,6,1,2017-01-04,16:34:06,1483576446.0,1483547646.0
undercoverofbranches,"WAYWT - January 04, 2017",9,0,0,0,43,2017-01-05,03:20:04,1483615204.0,1483586404.0
Kutiekatj9,"WAYWT - January 04, 2017",9,0,0,0,87,2017-01-05,23:20:22,1483687222.0,1483658422.0
fictionalpieces,"WAYWT - January 04, 2017",23,0,9,5,21,2017-01-04,16:14:59,1483575299.0,1483546499.0
Cactusbae,"WAYWT - January 04, 2017",20,0,2,2,31,2017-01-04,16:29:50,1483576190.0,1483547390.0
MissA27,"WAYWT - January 04, 2017",21,0,8,4,48,2017-01-04,21:16:54,1483593414.0,1483564614.0
IcEyGuin,"WAYWT - January 04, 2017",24,0,2,1,20,2017-01-04,22:13:22,1483596802.0,1483568002.0
askmeanything30,"WAYWT - January 04, 2017",12,0,1,1,63,2017-01-04,16:07:40,1483574860.0,1483546060.0
inacognito,"WAYWT - January 04, 2017",4,0,2,1,40,2017-01-06,05:12:15,1483708335.0,1483679535.0
bikinikills,"WAYWT - January 04, 2017",14,0,1,1,71,2017-01-04,16:45:46,1483577146.0,1483548346.0
ryer123,"WAYWT - January 04, 2017",9,0,3,2,63,2017-01-04,19:12:22,1483585942.0,1483557142.0
ladydi26,"WAYWT - January 04, 2017",6,0,0,0,56,2017-01-04,20:53:09,1483591989.0,1483563189.0
oy_,"WAYWT - January 01, 2017",71,0,9,5,69,2017-01-01,16:26:14,1483316774.0,1483287974.0
oega93,"WAYWT - January 01, 2017",70,0,10,5,52,2017-01-01,19:59:48,1483329588.0,1483300788.0
kcwashere,"WAYWT - January 01, 2017",71,0,11,5,54,2017-01-01,17:06:29,1483319189.0,1483290389.0
shedoesntknowwhy,"WAYWT - January 01, 2017",69,0,2,1,69,2017-01-01,17:12:28,1483319548.0,1483290748.0
xtina_a_gorilla,"WAYWT - January 01, 2017",50,0,2,1,21,2017-01-01,20:30:49,1483331449.0,1483302649.0
LadyVictoria,"WAYWT - January 01, 2017",44,0,2,1,102,2017-01-01,22:54:44,1483340084.0,1483311284.0
,"WAYWT - January 01, 2017",39,0,9,5,1,2017-01-01,22:34:43,1483338883.0,1483310083.0
inacognito,"WAYWT - January 01, 2017",29,0,2,2,44,2017-01-02,03:46:57,1483357617.0,1483328817.0
abexaem,"WAYWT - January 01, 2017",111,0,38,16,56,2017-01-01,16:53:15,1483318395.0,1483289595.0
Hoosiergirl29,"WAYWT - January 01, 2017",43,0,4,2,26,2017-01-01,16:17:19,1483316239.0,1483287439.0
Lillyeth,"WAYWT - January 01, 2017",44,0,10,5,61,2017-01-01,18:39:50,1483324790.0,1483295990.0
Straightgrizzly22,"WAYWT - January 01, 2017",115,0,9,6,67,2017-01-01,16:04:04,1483315444.0,1483286644.0
sheena2015,"WAYWT - January 01, 2017",39,0,4,2,68,2017-01-01,18:13:47,1483323227.0,1483294427.0
claire303,"WAYWT - January 01, 2017",17,0,0,0,17,2017-01-01,20:49:38,1483332578.0,1483303778.0
