author,post,upvotes,downvotes,total reply count,direct reply count,wordcount,posting utc date,posting utc time,posted at (unix timestamp),posted at (utc unix timestamp)
e___e,"WAYWT - June 07, 2017",53,0,7,4,61,2017-06-07,20:27:49,1496896069.0,1496867269.0
faux-kwah,"WAYWT - June 07, 2017",44,0,9,4,26,2017-06-07,16:49:11,1496882951.0,1496854151.0
layneepup,"WAYWT - June 07, 2017",46,0,12,6,67,2017-06-07,19:10:33,1496891433.0,1496862633.0
bean-sprout,"WAYWT - June 07, 2017",39,0,15,7,212,2017-06-07,16:10:36,1496880636.0,1496851836.0
wanderedoff,"WAYWT - June 07, 2017",31,0,1,1,91,2017-06-07,19:52:47,1496893967.0,1496865167.0
aftertheswimmingpool,"WAYWT - June 07, 2017",27,0,2,2,90,2017-06-07,16:21:26,1496881286.0,1496852486.0
domesticenginerd,"WAYWT - June 07, 2017",27,0,5,4,211,2017-06-07,18:51:09,1496890269.0,1496861469.0
notesofacrocodile,"WAYWT - June 07, 2017",28,0,6,3,80,2017-06-08,01:09:42,1496912982.0,1496884182.0
killerwhaletales,"WAYWT - June 07, 2017",23,0,8,4,65,2017-06-07,18:36:22,1496889382.0,1496860582.0
kfishing,"WAYWT - June 07, 2017",54,0,9,5,22,2017-06-07,16:19:16,1496881156.0,1496852356.0
thecurvynerd,"WAYWT - June 07, 2017",45,0,8,7,178,2017-06-07,16:28:43,1496881723.0,1496852923.0
omiiii,"WAYWT - June 07, 2017",60,0,20,11,42,2017-06-07,16:35:33,1496882133.0,1496853333.0
lizzybones,"WAYWT - June 07, 2017",22,0,3,2,42,2017-06-07,20:11:57,1496895117.0,1496866317.0
emaleau,"WAYWT - June 07, 2017",37,0,11,6,57,2017-06-07,17:37:36,1496885856.0,1496857056.0
coffee_for_dinner,"WAYWT - June 07, 2017",12,0,2,1,35,2017-06-07,16:31:25,1496881885.0,1496853085.0
BigNoseDay,"WAYWT - June 07, 2017",13,0,3,2,31,2017-06-07,21:28:46,1496899726.0,1496870926.0
exmechanistic,"WAYWT - June 07, 2017",37,0,10,5,5,2017-06-07,16:32:54,1496881974.0,1496853174.0
ruthannr94,"WAYWT - June 07, 2017",37,0,15,9,71,2017-06-07,16:44:43,1496882683.0,1496853883.0
HelloSwede,"WAYWT - June 07, 2017",25,0,3,2,30,2017-06-07,20:45:32,1496897132.0,1496868332.0
,"WAYWT - June 07, 2017",32,0,6,3,1,2017-06-08,03:20:56,1496920856.0,1496892056.0
girlwhosoldtheworld,"WAYWT - June 07, 2017",11,0,1,1,11,2017-06-07,17:25:11,1496885111.0,1496856311.0
xtinamariet,"WAYWT - June 07, 2017",10,0,0,0,74,2017-06-07,18:52:34,1496890354.0,1496861554.0
lawschoolbimbo,"WAYWT - June 07, 2017",20,0,9,4,109,2017-06-07,18:30:43,1496889043.0,1496860243.0
onemillionwolves,"WAYWT - June 07, 2017",33,0,4,4,72,2017-06-07,16:53:07,1496883187.0,1496854387.0
memziejane,"WAYWT - June 07, 2017",11,0,3,2,86,2017-06-07,16:41:38,1496882498.0,1496853698.0
nudumveritatem,"WAYWT - June 07, 2017",9,0,6,4,59,2017-06-07,17:09:42,1496884182.0,1496855382.0
Springrayna,"WAYWT - June 07, 2017",8,0,2,1,124,2017-06-08,20:03:16,1496980996.0,1496952196.0
saewhatusaehowusae,"WAYWT - June 07, 2017",15,0,3,2,93,2017-06-08,14:08:35,1496959715.0,1496930915.0
respectablerag,"WAYWT - June 07, 2017",23,0,4,2,95,2017-06-07,23:33:24,1496907204.0,1496878404.0
NifflerPlease,"WAYWT - June 07, 2017",6,0,2,1,31,2017-06-07,17:20:39,1496884839.0,1496856039.0
robotgwen,"WAYWT - June 07, 2017",9,0,2,1,45,2017-06-07,16:12:12,1496880732.0,1496851932.0
aliceismalice,"WAYWT - June 07, 2017",6,0,2,2,40,2017-06-07,16:44:16,1496882656.0,1496853856.0
skeletonqueen,"WAYWT - June 07, 2017",5,0,5,3,54,2017-06-07,20:24:05,1496895845.0,1496867045.0
e___e,"WAYWT - June 04, 2017",76,0,8,4,155,2017-06-04,20:02:23,1496635343.0,1496606543.0
faux-kwah,"WAYWT - June 04, 2017",65,0,6,3,67,2017-06-04,18:15:09,1496628909.0,1496600109.0
kcwashere,"WAYWT - June 04, 2017",56,0,6,4,61,2017-06-04,17:24:54,1496625894.0,1496597094.0
goldiehawn,"WAYWT - June 04, 2017",99,0,23,8,25,2017-06-04,18:57:00,1496631420.0,1496602620.0
catbustime,"WAYWT - June 04, 2017",45,0,12,2,71,2017-06-04,17:21:38,1496625698.0,1496596898.0
monsieurcannibale,"WAYWT - June 04, 2017",43,0,6,3,40,2017-06-04,18:50:46,1496631046.0,1496602246.0
coffee_for_dinner,"WAYWT - June 04, 2017",40,0,10,4,44,2017-06-04,20:58:50,1496638730.0,1496609930.0
firstthingmonday,"WAYWT - June 04, 2017",115,0,8,6,29,2017-06-04,16:12:16,1496621536.0,1496592736.0
maya1987_K,"WAYWT - June 04, 2017",63,0,8,4,168,2017-06-04,16:36:48,1496623008.0,1496594208.0
emaleau,"WAYWT - June 04, 2017",30,0,10,5,28,2017-06-04,16:54:32,1496624072.0,1496595272.0
dream-synopsis,"WAYWT - June 04, 2017",30,0,6,3,46,2017-06-05,03:04:43,1496660683.0,1496631883.0
Kkal73,"WAYWT - June 04, 2017",45,0,5,3,37,2017-06-04,18:40:42,1496630442.0,1496601642.0
notesofacrocodile,"WAYWT - June 04, 2017",20,0,4,4,71,2017-06-05,00:50:27,1496652627.0,1496623827.0
villonious,"WAYWT - June 04, 2017",41,0,14,8,66,2017-06-04,16:06:28,1496621188.0,1496592388.0
swordsandspikes,"WAYWT - June 04, 2017",16,0,4,3,66,2017-06-04,21:02:31,1496638951.0,1496610151.0
niftynonsense,"WAYWT - June 04, 2017",55,0,5,3,27,2017-06-04,16:21:46,1496622106.0,1496593306.0
AwkwardBalloonMan,"WAYWT - June 04, 2017",17,0,3,1,28,2017-06-04,16:52:41,1496623961.0,1496595161.0
omiiii,"WAYWT - June 04, 2017",37,0,6,4,9,2017-06-04,16:26:45,1496622405.0,1496593605.0
MoonlightBloom,"WAYWT - June 04, 2017",33,0,7,5,62,2017-06-04,21:00:19,1496638819.0,1496610019.0
fouxduffaffa,"WAYWT - June 04, 2017",16,0,2,2,101,2017-06-04,18:55:35,1496631335.0,1496602535.0
thegarlicknight,"WAYWT - June 04, 2017",16,0,5,3,34,2017-06-04,19:01:51,1496631711.0,1496602911.0
llama_delrey,"WAYWT - June 04, 2017",17,0,4,2,103,2017-06-04,20:17:03,1496636223.0,1496607423.0
CinnamonBunBun,"WAYWT - June 04, 2017",15,0,2,2,97,2017-06-04,23:31:54,1496647914.0,1496619114.0
,"WAYWT - June 04, 2017",15,0,1,1,1,2017-06-07,01:01:20,1496826080.0,1496797280.0
morganra,"WAYWT - June 04, 2017",17,0,1,1,147,2017-06-05,15:18:45,1496704725.0,1496675925.0
xtinamariet,"WAYWT - June 04, 2017",14,0,4,2,88,2017-06-04,18:58:59,1496631539.0,1496602739.0
heyyogagirl,"WAYWT - June 04, 2017",32,0,11,6,26,2017-06-04,20:08:48,1496635728.0,1496606928.0
respectablerag,"WAYWT - June 04, 2017",27,0,18,4,46,2017-06-04,23:36:20,1496648180.0,1496619380.0
Deiji-,"WAYWT - June 04, 2017",13,0,0,0,49,2017-06-04,17:58:12,1496627892.0,1496599092.0
gysss,"WAYWT - June 04, 2017",22,0,4,2,68,2017-06-04,16:14:14,1496621654.0,1496592854.0
BigNoseDay,"WAYWT - June 04, 2017",25,0,13,5,55,2017-06-04,22:41:14,1496644874.0,1496616074.0
eyeslikeashowroom,"WAYWT - June 04, 2017",31,0,5,2,96,2017-06-04,16:34:58,1496622898.0,1496594098.0
cheesegrater_knees,"WAYWT - June 04, 2017",21,0,10,3,108,2017-06-04,16:55:23,1496624123.0,1496595323.0
bikinikills,"WAYWT - June 04, 2017",19,0,8,6,161,2017-06-04,16:13:48,1496621628.0,1496592828.0
moonlight_blisters,"WAYWT - June 04, 2017",8,0,0,0,27,2017-06-04,17:41:01,1496626861.0,1496598061.0
302149,"WAYWT - June 04, 2017",14,0,2,1,62,2017-06-04,17:04:30,1496624670.0,1496595870.0
ojiua,"WAYWT - June 04, 2017",15,0,3,2,43,2017-06-04,17:19:26,1496625566.0,1496596766.0
exmechanistic,"WAYWT - June 04, 2017",24,0,8,4,4,2017-06-04,16:13:19,1496621599.0,1496592799.0
bnkb,"WAYWT - June 04, 2017",12,0,3,2,78,2017-06-04,17:15:29,1496625329.0,1496596529.0
,"WAYWT - June 04, 2017",14,0,2,2,1,2017-06-04,16:16:18,1496621778.0,1496592978.0
,"WAYWT - June 04, 2017",10,0,4,3,1,2017-06-04,16:26:01,1496622361.0,1496593561.0
spookybuttwhispers,"WAYWT - June 04, 2017",11,0,6,3,39,2017-06-04,16:30:26,1496622626.0,1496593826.0
tryingwithmarkers,"WAYWT - June 04, 2017",12,0,6,3,42,2017-06-05,01:31:02,1496655062.0,1496626262.0
corinnaps,"WAYWT - May 31, 2017",80,0,6,3,80,2017-05-31,19:51:52,1496289112.0,1496260312.0
ayiyi,"WAYWT - May 31, 2017",142,0,20,13,77,2017-05-31,16:44:42,1496277882.0,1496249082.0
layneepup,"WAYWT - May 31, 2017",36,0,10,5,189,2017-05-31,16:54:22,1496278462.0,1496249662.0
faux-kwah,"WAYWT - May 31, 2017",33,0,9,5,76,2017-05-31,16:51:51,1496278311.0,1496249511.0
saewhatusaehowusae,"WAYWT - May 31, 2017",27,0,2,2,191,2017-05-31,21:42:48,1496295768.0,1496266968.0
charts_and_facts,"WAYWT - May 31, 2017",48,0,11,8,34,2017-05-31,16:47:46,1496278066.0,1496249266.0
bikinikills,"WAYWT - May 31, 2017",19,0,2,1,124,2017-05-31,20:04:34,1496289874.0,1496261074.0
2000srh,"WAYWT - May 31, 2017",21,0,3,2,108,2017-05-31,20:33:24,1496291604.0,1496262804.0
aborted_foetus,"WAYWT - May 31, 2017",58,0,0,0,24,2017-05-31,16:17:53,1496276273.0,1496247473.0
lawschoolbimbo,"WAYWT - May 31, 2017",20,0,3,2,110,2017-05-31,18:45:53,1496285153.0,1496256353.0
RosiePB2,"WAYWT - May 31, 2017",20,0,3,2,44,2017-05-31,16:17:55,1496276275.0,1496247475.0
ButterOnToads,"WAYWT - May 31, 2017",17,0,2,1,6,2017-05-31,20:32:18,1496291538.0,1496262738.0
girlwhosoldtheworld,"WAYWT - May 31, 2017",14,0,2,2,7,2017-05-31,18:13:45,1496283225.0,1496254425.0
plsy,"WAYWT - May 31, 2017",16,0,1,1,94,2017-06-01,12:52:30,1496350350.0,1496321550.0
-beyonce-,"WAYWT - May 31, 2017",27,0,5,2,28,2017-05-31,17:06:42,1496279202.0,1496250402.0
heyyogagirl,"WAYWT - May 31, 2017",29,0,10,4,9,2017-05-31,18:49:31,1496285371.0,1496256571.0
jforres,"WAYWT - May 31, 2017",23,0,14,3,21,2017-05-31,16:27:02,1496276822.0,1496248022.0
catbustime,"WAYWT - May 31, 2017",34,0,4,2,30,2017-05-31,17:02:18,1496278938.0,1496250138.0
gysss,"WAYWT - May 31, 2017",19,0,2,1,24,2017-05-31,21:32:16,1496295136.0,1496266336.0
ratioyouknow,"WAYWT - May 31, 2017",17,0,2,1,93,2017-05-31,16:10:34,1496275834.0,1496247034.0
,"WAYWT - May 31, 2017",9,0,0,0,1,2017-05-31,16:30:07,1496277007.0,1496248207.0
aliceismalice,"WAYWT - May 31, 2017",9,0,5,4,119,2017-05-31,22:11:11,1496297471.0,1496268671.0
laziebaby,"WAYWT - May 31, 2017",9,0,0,0,26,2017-06-03,06:07:22,1496498842.0,1496470042.0
emaleau,"WAYWT - May 31, 2017",15,0,2,1,97,2017-05-31,16:15:21,1496276121.0,1496247321.0
useafuckingcoaster,"WAYWT - May 31, 2017",19,0,3,2,111,2017-05-31,16:37:21,1496277441.0,1496248641.0
exmechanistic,"WAYWT - May 31, 2017",24,0,0,0,5,2017-05-31,17:15:42,1496279742.0,1496250942.0
xtinamariet,"WAYWT - May 31, 2017",8,0,2,1,81,2017-05-31,17:08:36,1496279316.0,1496250516.0
xomandark,"WAYWT - May 31, 2017",17,0,0,0,14,2017-05-31,17:51:16,1496281876.0,1496253076.0
memziejane,"WAYWT - May 31, 2017",13,0,7,3,165,2017-05-31,17:26:12,1496280372.0,1496251572.0
ruthannr94,"WAYWT - May 31, 2017",32,0,9,5,28,2017-05-31,17:32:46,1496280766.0,1496251966.0
123zinnie,"WAYWT - May 31, 2017",12,0,0,0,31,2017-05-31,16:29:17,1496276957.0,1496248157.0
cheesegrater_knees,"WAYWT - May 31, 2017",11,0,4,2,74,2017-05-31,19:25:21,1496287521.0,1496258721.0
respectablerag,"WAYWT - May 31, 2017",25,0,5,3,33,2017-05-31,23:42:52,1496302972.0,1496274172.0
morganra,"WAYWT - May 31, 2017",2,0,3,2,174,2017-05-31,18:23:18,1496283798.0,1496254998.0
maya1987_K,"WAYWT - May 28, 2017",77,0,14,5,507,2017-05-28,19:44:15,1496029455.0,1496000655.0
faux-kwah,"WAYWT - May 28, 2017",65,0,4,3,245,2017-05-28,17:33:50,1496021630.0,1495992830.0
firstthingmonday,"WAYWT - May 28, 2017",62,0,0,0,30,2017-05-28,16:09:17,1496016557.0,1495987757.0
b_writes,"WAYWT - May 28, 2017",63,0,14,9,128,2017-05-28,16:29:55,1496017795.0,1495988995.0
sarahaw13,"WAYWT - May 28, 2017",57,0,5,3,37,2017-05-28,18:41:23,1496025683.0,1495996883.0
MoonlightBloom,"WAYWT - May 28, 2017",55,0,6,6,96,2017-05-28,20:43:27,1496033007.0,1496004207.0
catbustime,"WAYWT - May 28, 2017",44,0,13,7,58,2017-05-28,19:13:01,1496027581.0,1495998781.0
kcwashere,"WAYWT - May 28, 2017",40,0,4,3,89,2017-05-28,17:04:24,1496019864.0,1495991064.0
saphydoodle,"WAYWT - May 28, 2017",78,0,5,4,64,2017-05-28,19:49:05,1496029745.0,1496000945.0
xomandark,"WAYWT - May 28, 2017",36,0,8,3,65,2017-05-28,16:10:56,1496016656.0,1495987856.0
monsieurcannibale,"WAYWT - May 28, 2017",34,0,3,2,21,2017-05-28,19:51:21,1496029881.0,1496001081.0
niftynonsense,"WAYWT - May 28, 2017",34,0,1,1,20,2017-05-28,17:46:33,1496022393.0,1495993593.0
Deiji-,"WAYWT - May 28, 2017",27,0,5,2,33,2017-05-28,16:26:29,1496017589.0,1495988789.0
stephamelon,"WAYWT - May 28, 2017",25,0,2,2,36,2017-05-28,17:20:19,1496020819.0,1495992019.0
Wasmand,"WAYWT - May 28, 2017",76,0,5,3,76,2017-05-28,17:21:38,1496020898.0,1495992098.0
mc1r_variant,"WAYWT - May 28, 2017",22,0,3,2,34,2017-05-28,18:20:48,1496024448.0,1495995648.0
sting_rae,"WAYWT - May 28, 2017",23,0,1,1,39,2017-05-28,20:33:19,1496032399.0,1496003599.0
starried,"WAYWT - May 28, 2017",20,0,1,1,179,2017-05-28,17:14:20,1496020460.0,1495991660.0
xtinamariet,"WAYWT - May 28, 2017",20,0,4,2,59,2017-05-28,19:29:46,1496028586.0,1495999786.0
AryaTS,"WAYWT - May 28, 2017",19,0,2,1,68,2017-05-28,16:17:53,1496017073.0,1495988273.0
ottaline_gambol,"WAYWT - May 28, 2017",35,0,2,2,55,2017-05-28,16:42:57,1496018577.0,1495989777.0
hopia89,"WAYWT - May 28, 2017",18,0,2,1,21,2017-05-28,18:29:27,1496024967.0,1495996167.0
302149,"WAYWT - May 28, 2017",17,0,4,2,14,2017-05-28,19:09:51,1496027391.0,1495998591.0
kinasekinase,"WAYWT - May 28, 2017",15,0,1,1,47,2017-05-28,16:16:54,1496017014.0,1495988214.0
emaleau,"WAYWT - May 28, 2017",16,0,4,2,68,2017-05-28,16:22:43,1496017363.0,1495988563.0
_space_pants_,"WAYWT - May 28, 2017",15,0,2,2,87,2017-05-29,02:21:10,1496053270.0,1496024470.0
IMakeShinyThings,"WAYWT - May 28, 2017",15,0,1,1,53,2017-05-28,17:53:33,1496022813.0,1495994013.0
many_whelps,"WAYWT - May 28, 2017",28,0,7,3,83,2017-05-28,21:19:01,1496035141.0,1496006341.0
queenbeluga,"WAYWT - May 28, 2017",12,0,1,1,76,2017-05-28,16:48:49,1496018929.0,1495990129.0
thegarlicknight,"WAYWT - May 28, 2017",12,0,2,1,26,2017-05-28,16:57:57,1496019477.0,1495990677.0
babychickyellow,"WAYWT - May 28, 2017",24,0,5,2,205,2017-05-28,16:19:35,1496017175.0,1495988375.0
HelloSwede,"WAYWT - May 28, 2017",11,0,3,2,22,2017-05-28,21:34:42,1496036082.0,1496007282.0
pursuingbear,"WAYWT - May 28, 2017",31,0,1,1,51,2017-05-28,16:13:56,1496016836.0,1495988036.0
bikinikills,"WAYWT - May 28, 2017",20,0,5,3,73,2017-05-28,17:10:33,1496020233.0,1495991433.0
respectablerag,"WAYWT - May 28, 2017",47,0,5,5,104,2017-05-29,04:01:23,1496059283.0,1496030483.0
gms461,"WAYWT - May 28, 2017",19,0,5,3,86,2017-05-28,16:11:54,1496016714.0,1495987914.0
twoblueshoes,"WAYWT - May 28, 2017",13,0,2,1,259,2017-05-28,16:37:25,1496018245.0,1495989445.0
,"WAYWT - May 28, 2017",2,0,2,1,1,2017-05-28,19:57:23,1496030243.0,1496001443.0
stephamelon,"WAYWT - May 28, 2017",0,0,1,1,1,2017-05-30,05:54:05,1496152445.0,1496123645.0
,"WAYWT - May 28, 2017",-2,0,2,1,1,2017-05-28,21:19:07,1496035147.0,1496006347.0
Wasmand,"WAYWT - May 24, 2017",106,0,9,6,61,2017-05-24,17:08:53,1495674533.0,1495645733.0
shercocked,"WAYWT - May 24, 2017",79,0,4,2,84,2017-05-24,17:26:21,1495675581.0,1495646781.0
kcwashere,"WAYWT - May 24, 2017",52,0,7,6,25,2017-05-24,18:25:56,1495679156.0,1495650356.0
poopoochewer,"WAYWT - May 24, 2017",43,0,2,1,43,2017-05-24,16:56:06,1495673766.0,1495644966.0
emaleau,"WAYWT - May 24, 2017",34,0,14,7,47,2017-05-24,16:20:23,1495671623.0,1495642823.0
lizzybones,"WAYWT - May 24, 2017",41,0,4,4,76,2017-05-24,17:01:52,1495674112.0,1495645312.0
e___e,"WAYWT - May 24, 2017",71,0,10,9,79,2017-05-24,20:18:29,1495685909.0,1495657109.0
,"WAYWT - May 24, 2017",29,0,8,4,1,2017-05-24,18:45:35,1495680335.0,1495651535.0
gms461,"WAYWT - May 24, 2017",32,0,4,3,108,2017-05-24,22:18:38,1495693118.0,1495664318.0
coffee_for_dinner,"WAYWT - May 24, 2017",55,0,16,10,39,2017-05-24,16:09:30,1495670970.0,1495642170.0
llama_delrey,"WAYWT - May 24, 2017",31,0,8,4,109,2017-05-24,18:54:13,1495680853.0,1495652053.0
xomandark,"WAYWT - May 24, 2017",55,0,7,4,53,2017-05-24,17:18:23,1495675103.0,1495646303.0
BrrrrrrItsColdUpHere,"WAYWT - May 24, 2017",20,0,7,4,156,2017-05-24,16:23:46,1495671826.0,1495643026.0
lawschoolbimbo,"WAYWT - May 24, 2017",21,0,2,2,86,2017-05-24,17:05:08,1495674308.0,1495645508.0
2000srh,"WAYWT - May 24, 2017",20,0,2,2,74,2017-05-24,17:09:35,1495674575.0,1495645775.0
useafuckingcoaster,"WAYWT - May 24, 2017",31,0,4,2,116,2017-05-24,16:36:41,1495672601.0,1495643801.0
ruthannr94,"WAYWT - May 24, 2017",36,0,6,3,54,2017-05-24,16:49:53,1495673393.0,1495644593.0
caffeinatedlackey,"WAYWT - May 24, 2017",31,0,6,4,175,2017-05-24,16:18:32,1495671512.0,1495642712.0
queenbeluga,"WAYWT - May 24, 2017",32,0,3,2,47,2017-05-24,21:29:36,1495690176.0,1495661376.0
domesticenginerd,"WAYWT - May 24, 2017",24,0,7,4,114,2017-05-24,16:54:47,1495673687.0,1495644887.0
asdfjklOHFUCKYOU,"WAYWT - May 24, 2017",21,0,6,4,52,2017-05-24,17:23:28,1495675408.0,1495646608.0
ticklytiger,"WAYWT - May 24, 2017",19,0,0,0,31,2017-05-24,17:20:58,1495675258.0,1495646458.0
ediblesprysky,"WAYWT - May 24, 2017",33,0,0,0,67,2017-05-24,17:24:53,1495675493.0,1495646693.0
respectablerag,"WAYWT - May 24, 2017",33,0,7,3,11,2017-05-25,04:26:18,1495715178.0,1495686378.0
302149,"WAYWT - May 24, 2017",21,0,9,4,105,2017-05-24,17:53:44,1495677224.0,1495648424.0
robotgwen,"WAYWT - May 24, 2017",14,0,2,1,17,2017-05-24,16:17:55,1495671475.0,1495642675.0
,"WAYWT - May 24, 2017",28,0,5,3,35,2017-05-24,20:12:56,1495685576.0,1495656776.0
LizzyLemonade,"WAYWT - May 24, 2017",18,0,4,3,283,2017-05-24,16:59:18,1495673958.0,1495645158.0
Shprintze613,"WAYWT - May 24, 2017",11,0,0,0,33,2017-05-24,18:49:12,1495680552.0,1495651752.0
Coconutty1201,"WAYWT - May 24, 2017",5,0,2,1,127,2017-05-24,17:09:16,1495674556.0,1495645756.0
e___e,"WAYWT - May 21, 2017",64,0,10,4,100,2017-05-21,19:52:43,1495425163.0,1495396363.0
NifflerPlease,"WAYWT - May 21, 2017",56,0,7,5,11,2017-05-21,17:00:09,1495414809.0,1495386009.0
leggingsandfroyo,"WAYWT - May 21, 2017",50,0,6,3,164,2017-05-21,18:25:07,1495419907.0,1495391107.0
MoonlightBloom,"WAYWT - May 21, 2017",42,0,3,3,73,2017-05-21,17:50:41,1495417841.0,1495389041.0
corinnaps,"WAYWT - May 21, 2017",39,0,2,1,47,2017-05-21,16:37:30,1495413450.0,1495384650.0
dippycakes,"WAYWT - May 21, 2017",32,0,1,1,7,2017-05-21,16:23:45,1495412625.0,1495383825.0
coffee_for_dinner,"WAYWT - May 21, 2017",36,0,5,3,94,2017-05-21,16:55:30,1495414530.0,1495385730.0
babychickyellow,"WAYWT - May 21, 2017",73,0,13,9,459,2017-05-21,16:57:54,1495414674.0,1495385874.0
aaalexisaurus,"WAYWT - May 21, 2017",28,0,4,3,99,2017-05-22,03:59:45,1495454385.0,1495425585.0
bikinikills,"WAYWT - May 21, 2017",21,0,5,4,224,2017-05-21,16:34:35,1495413275.0,1495384475.0
emaleau,"WAYWT - May 21, 2017",22,0,10,4,42,2017-05-21,17:56:43,1495418203.0,1495389403.0
bean-sprout,"WAYWT - May 21, 2017",61,0,8,4,72,2017-05-21,17:05:42,1495415142.0,1495386342.0
goldiehawn,"WAYWT - May 21, 2017",58,0,1,1,19,2017-05-21,21:47:48,1495432068.0,1495403268.0
respectablerag,"WAYWT - May 21, 2017",44,0,9,5,25,2017-05-22,00:31:00,1495441860.0,1495413060.0
faux-kwah,"WAYWT - May 21, 2017",55,0,13,5,68,2017-05-21,16:27:22,1495412842.0,1495384042.0
ojiua,"WAYWT - May 21, 2017",38,0,8,3,80,2017-05-21,16:22:18,1495412538.0,1495383738.0
Rogue_Fibre,"WAYWT - May 21, 2017",16,0,0,0,58,2017-05-22,04:22:47,1495455767.0,1495426967.0
kcwashere,"WAYWT - May 21, 2017",46,0,5,2,70,2017-05-21,18:10:27,1495419027.0,1495390227.0
Deiji-,"WAYWT - May 21, 2017",30,0,6,3,76,2017-05-21,16:28:48,1495412928.0,1495384128.0
gms461,"WAYWT - May 21, 2017",26,0,9,5,62,2017-05-21,16:34:30,1495413270.0,1495384470.0
heyyogagirl,"WAYWT - May 21, 2017",27,0,4,2,74,2017-05-21,20:28:19,1495427299.0,1495398499.0
twoblueshoes,"WAYWT - May 21, 2017",13,0,4,2,87,2017-05-21,16:58:48,1495414728.0,1495385928.0
mozzafin,"WAYWT - May 21, 2017",13,0,2,2,151,2017-05-22,01:48:51,1495446531.0,1495417731.0
lawschoolbimbo,"WAYWT - May 21, 2017",11,0,0,0,52,2017-05-21,16:44:54,1495413894.0,1495385094.0
ModestMalka,"WAYWT - May 21, 2017",29,0,7,4,103,2017-05-21,16:30:24,1495413024.0,1495384224.0
lightningnonevent,"WAYWT - May 21, 2017",10,0,0,0,50,2017-05-21,16:07:38,1495411658.0,1495382858.0
ButterOnToads,"WAYWT - May 21, 2017",19,0,1,1,28,2017-05-21,16:14:26,1495412066.0,1495383266.0
sarahaw13,"WAYWT - May 21, 2017",28,0,13,5,97,2017-05-21,17:18:46,1495415926.0,1495387126.0
asdfjklOHFUCKYOU,"WAYWT - May 21, 2017",9,0,3,1,113,2017-05-21,22:50:23,1495435823.0,1495407023.0
xtinamariet,"WAYWT - May 21, 2017",8,0,4,2,186,2017-05-21,18:55:41,1495421741.0,1495392941.0
lizzybones,"WAYWT - May 21, 2017",24,0,4,2,43,2017-05-21,16:47:57,1495414077.0,1495385277.0
exmechanistic,"WAYWT - May 21, 2017",24,0,4,2,5,2017-05-21,17:16:09,1495415769.0,1495386969.0
aftertheswimmingpool,"WAYWT - May 21, 2017",15,0,5,5,123,2017-05-21,16:24:02,1495412642.0,1495383842.0
workclothesxxzz,"WAYWT - May 21, 2017",6,0,0,0,169,2017-05-23,00:39:40,1495528780.0,1495499980.0
ruthannr94,"WAYWT - May 21, 2017",22,0,4,3,89,2017-05-21,16:20:17,1495412417.0,1495383617.0
highlight4life,"WAYWT - May 21, 2017",6,0,1,1,57,2017-05-23,04:44:20,1495543460.0,1495514660.0
railaway,"WAYWT - May 21, 2017",4,0,2,1,34,2017-05-22,12:47:09,1495486029.0,1495457229.0
1-2-3-4-5-,"WAYWT - May 21, 2017",12,0,2,1,26,2017-05-21,18:27:05,1495420025.0,1495391225.0
skyllanyx,"WAYWT - May 17, 2017",107,0,12,6,4,2017-05-17,17:27:43,1495070863.0,1495042063.0
xomandark,"WAYWT - May 17, 2017",48,0,8,5,28,2017-05-17,17:43:10,1495071790.0,1495042990.0
hiilive,"WAYWT - May 17, 2017",100,0,4,4,55,2017-05-17,21:26:05,1495085165.0,1495056365.0
layneepup,"WAYWT - May 17, 2017",44,0,4,2,126,2017-05-17,16:21:03,1495066863.0,1495038063.0
2000srh,"WAYWT - May 17, 2017",36,0,1,1,104,2017-05-17,17:18:36,1495070316.0,1495041516.0
Wasmand,"WAYWT - May 17, 2017",70,0,6,3,46,2017-05-17,16:42:02,1495068122.0,1495039322.0
corinnaps,"WAYWT - May 17, 2017",70,0,4,2,79,2017-05-17,17:13:56,1495070036.0,1495041236.0
onemillionwolves,"WAYWT - May 17, 2017",72,0,1,1,37,2017-05-17,20:22:44,1495081364.0,1495052564.0
unanatkumot,"WAYWT - May 17, 2017",66,0,9,7,69,2017-05-17,20:33:44,1495082024.0,1495053224.0
luckyduckling,"WAYWT - May 17, 2017",32,0,2,1,67,2017-05-17,17:23:03,1495070583.0,1495041783.0
-beyonce-,"WAYWT - May 17, 2017",35,0,4,2,29,2017-05-17,19:15:39,1495077339.0,1495048539.0
w0nd3rlust,"WAYWT - May 17, 2017",33,0,4,2,70,2017-05-17,20:19:30,1495081170.0,1495052370.0
SusannaCarmichael,"WAYWT - May 17, 2017",56,0,6,3,11,2017-05-17,16:24:33,1495067073.0,1495038273.0
faux-kwah,"WAYWT - May 17, 2017",98,0,8,6,86,2017-05-17,16:17:56,1495066676.0,1495037876.0
robotgwen,"WAYWT - May 17, 2017",23,0,4,2,25,2017-05-17,18:11:50,1495073510.0,1495044710.0
sarahaw13,"WAYWT - May 17, 2017",50,0,9,4,48,2017-05-17,18:42:47,1495075367.0,1495046567.0
lizzybones,"WAYWT - May 17, 2017",54,0,2,1,34,2017-05-17,18:47:26,1495075646.0,1495046846.0
BlueSpiritBlues,"WAYWT - May 17, 2017",60,0,4,4,21,2017-05-17,16:03:48,1495065828.0,1495037028.0
